5000 
 9.500000
C 0 0.1 34.067939 42.533054 0.1 35.12618 42.471982 0.1 -1
C 1 0.1 23.159802 46.476723 0.1 21.860169 46.507626 0.1 -1
C 2 0.1 34.462841 28.371555 0.1 35.716732 28.247624 0.1 -1
C 3 0.1 28.855739 35.076756 0.1 27.688635 35.551592 0.1 -1
C 4 0.1 38.746574 30.216332 0.1 39.594396 29.859122 0.1 -1
C 5 0.1 13.404811 16.430281 0.1 14.617297 16.223459 0.1 -1
C 6 0.1 42.536614 13.842864 0.1 41.466658 13.833122 0.1 -1
C 7 0.1 6.8914039 5.1984044 0.1 5.7636239 4.7330956 0.1 -1
C 8 0.1 2.8359853 9.5395548 0.1 4.0856843 9.5669805 0.1 -1
C 9 0.1 8.7625747 24.526989 0.1 9.8047607 24.76937 0.1 -1
C 10 0.1 21.787594 13.716782 0.1 22.863628 13.141847 0.1 -1
C 11 0.1 37.686688 26.833198 0.1 38.640555 26.657018 0.1 -1
C 12 0.1 27.264945 47.273647 0.1 28.74 47.001227 0.1 -1
C 13 0.1 44.911746 13.633958 0.1 43.763698 13.221182 0.1 -1
C 14 0.1 5.6215562 8.450118 0.1 4.6762558 8.1559968 0.1 -1
C 15 0.1 10.758057 42.508909 0.1 12.108276 43.037503 0.1 -1
C 16 0.1 12.753256 29.620275 0.1 13.685612 29.318429 0.1 -1
C 17 0.1 1.8776737 43.180254 0.1 3.0074925 43.881974 0.1 -1
C 18 0.1 2.179351 21.460873 0.1 1.0652053 21.219459 0.1 -1
C 19 0.1 7.3537533 44.150257 0.1 5.9683429 44.037393 0.1 -1
C 20 0.1 12.204003 2.0983293 0.1 13.562211 1.7196865 0.1 -1
C 21 0.1 41.633712 34.469436 0.1 40.353729 34.462738 0.1 -1
C 22 0.1 48.139699 24.913174 0.1 46.931056 25.619704 0.1 -1
C 23 0.1 48.994253 45.872967 0.1 47.710014 45.367862 0.1 -1
C 24 0.1 36.472165 21.790719 0.1 37.970576 21.859798 0.1 -1
C 25 0.1 41.893076 35.217591 0.1 41.075505 35.024771 0.1 -1
C 26 0.1 40.52639 47.242477 0.1 41.905245 47.000072 0.1 -1
C 27 0.1 27.405611 45.226587 0.1 26.00911 45.32549 0.1 -1
C 28 0.1 3.5775139 7.7835082 0.1 2.2475732 7.7709624 0.1 -1
C 29 0.1 37.251458 21.005289 0.1 38.868348 21.105625 0.1 -1
