# 100 microtubule and 500 tubulin from the final timestep of the depolymerization simulation
# Type GID LeftCoordX LeftCoordY LeftCoordZ RightCoordX RightCoordY RightCoordZ GroupID
C 0 0.1 6.1004845 8.0503169 6.6828756 6.3004845 8.0503169 6.6828756 0
C 1 0.1 -0.73851993 0.54385125 3.9314368 -0.53851993 0.54385125 3.9314368 0
C 2 0.1 5.3382864 0.65851246 7.7067652 5.5382864 0.65851246 7.7067652 0
C 3 0.1 5.9814377 3.1070368 8.0800218 6.1814377 3.1070368 8.0800218 0
C 4 0.1 8.6533128 9.480712 8.794486 8.8533119 9.4806246 8.7950836 0
C 5 0.1 -0.28521156 0.96478271 2.8196494 -0.087043474 0.93932399 2.8286641 0
C 6 0.1 -0.75262593 0.69478078 2.1729926 -0.55262593 0.69478078 2.1729926 0
C 7 0.1 2.5529611 0.23542996 6.5601744 2.7529611 0.23542996 6.5601744 0
C 8 0.1 4.0001593 3.0569712 4.8020916 4.2001593 3.0569712 4.8020916 0
C 9 0.1 7.1410453 0.71105881 6.8970098 7.3410453 0.71105881 6.8970098 0
C 10 0.1 4.0169874 1.3192469 8.4144647 4.2156929 1.3126634 8.4362082 0
C 11 0.1 6.0643628 4.1435212 9.1471733 6.2643628 4.1435212 9.1471733 0
C 12 0.1 6.3748632 7.785955 9.8961352 6.5748632 7.785955 9.8961352 0
C 13 0.1 -0.26789473 5.4557097 7.308693 -0.068362563 5.4438745 7.3018488 0
C 14 0.1 6.6321911 5.6236567 8.7869283 6.8313655 5.6058222 8.7835349 0
C 15 0.1 0.26389548 2.7604713 5.7746491 0.46389548 2.7604713 5.7746491 0
C 16 0.1 0.86400859 2.2434074 2.0140656 1.0640086 2.2434074 2.0140656 0
C 17 0.1 6.4328637 3.2763595 3.970748 6.6328637 3.2763595 3.970748 0
C 18 0.1 -0.080963742 7.7843069 2.3713934 0.11903626 7.7843069 2.3713934 0
C 19 0.1 5.3096994 2.0787955 5.6806402 5.5096994 2.0787955 5.6806402 0
C 20 0.1 2.9956673 8.3147107 5.4780895 3.1956673 8.3147107 5.4780895 0
C 21 0.1 3.7330199 0.16147963 2.2585635 3.9330199 0.16147963 2.2585635 0
C 22 0.1 -0.72126629 5.2364896 2.1009867 -0.52335215 5.2202773 2.0771717 0
C 23 0.1 5.2589396 5.0597288 9.0112656 5.4589396 5.0597288 9.0112656 0
C 24 0.1 1.7395716 7.2178879 1.4819864 1.9395716 7.2178879 1.4819864 0
C 25 0.1 3.5440784 5.9795801 1.850538 3.7440784 5.9795801 1.850538 0
C 26 0.1 1.3766431 7.6388862 3.6337303 1.5766431 7.6388862 3.6337303 0
C 27 0.1 7.8545768 2.1493904 0.41795941 8.0545768 2.1493904 0.41795941 0
C 28 0.1 -0.22364141 5.9310343 2.6161638 -0.024053994 5.9190214 2.6206973 0
C 29 0.1 3.9920111 7.1870461 8.5494968 4.1920111 7.1870461 8.5494968 0
C 30 0.1 7.9157901 3.3949521 0.13012314 8.1157901 3.3949521 0.13012314 0
C 31 0.1 7.6310835 4.4425597 6.6952596 7.8310183 4.4421584 6.7003532 0
C 32 0.1 6.3470235 0.24773262 5.2860608 6.5468659 0.24099375 5.2902591 0
C 33 0.1 6.4633896 9.6934463 2.9126087 6.6633896 9.6934463 2.9126087 0
C 34 0.1 8.9217925 0.92679958 3.6204205 9.1217925 0.92679958 3.6204205 0
C 35 0.1 8.6002177 7.5366016 7.7378226 8.8002177 7.5366016 7.7378226 0
C 36 0.1 7.4008057 6.6480668 1.9336015 7.5996612 6.6268316 1.9312431 0
C 37 0.1 1.554507 4.3502142 6.0928555 1.754507 4.3502142 6.0928555 0
C 38 0.1 0.97478876 3.7213877 6.097654 1.1745048 3.717364 6.0877886 0
C 39 0.1 8.8493116 9.6009112 5.6114782 9.048612 9.6172826 5.6148397 0
C 40 0.1 3.3801927 0.27777563 8.0216129 3.5801228 0.28204426 8.024734 0
C 41 0.1 6.9712086 1.6956642 7.0622161 7.1712086 1.6956642 7.0622161 0
C 42 0.1 0.92664224 4.8996645 4.6571824 1.1266422 4.8996645 4.6571824 0
C 43 0.1 7.9878732 7.1908078 9.4753882 8.1724713 7.2673903 9.4677276 0
C 44 0.1 2.7079403 5.6497463 5.9193607 2.9079403 5.6497463 5.9193607 0
C 45 0.1 8.6170827 1.900986 4.4321584 8.8170827 1.900986 4.4321584 0
C 46 0.1 8.5383275 1.4998968 1.7742965 8.7383275 1.4998968 1.7742965 0
C 47 0.1 -0.50630332 6.2778424 2.7767623 -0.30667053 6.2729407 2.7656842 0
C 48 0.1 1.3542902 2.6999597 0.26930777 1.5540823 2.7077716 0.26460866 0
C 49 0.1 4.103362 7.7655037 4.0763381 4.303362 7.7655037 4.0763381 0
C 50 0.1 6.5820795 3.424153 7.5630622 6.7820795 3.424153 7.5630622 0
C 51 0.1 1.763851 3.4064437 7.4814871 1.9616571 3.3775263 7.4875316 0
C 52 0.1 1.4833677 8.4003057 4.1299408 1.6833677 8.4003057 4.1299408 0
C 53 0.1 4.7476771 9.2847351 0.53351302 4.9468606 9.2945285 0.51834741 0
C 54 0.1 7.8586879 8.1433045 7.6648951 8.0582102 8.1498965 7.6770353 0
C 55 0.1 -0.73925958 4.4589198 3.9747651 -0.53925958 4.4589198 3.9747651 0
C 56 0.1 8.1769581 1.7872962 7.1507757 8.3744903 1.7667281 7.1271545 0
C 57 0.1 0.56486505 9.9409112 8.6371702 0.76486505 9.9409112 8.6371702 0
C 58 0.1 6.1654725 8.2524431 4.712072 6.3654725 8.2524431 4.712072 0
C 59 0.1 1.3491423 0.75720064 9.7987595 1.5491423 0.75720064 9.7987595 0
C 60 0.1 3.423817 0.7685679 9.6229313 3.623817 0.7685679 9.6229313 0
C 61 0.1 1.5547489 9.0364564 3.2373944 1.7547489 9.0364564 3.2373944 0
C 62 0.1 4.9407702 1.3212163 5.202148 5.1407702 1.3212163 5.202148 0
C 63 0.1 6.7407175 2.7930068 7.1977901 6.9407175 2.7930068 7.1977901 0
C 64 0.1 5.2728443 3.3279037 1.5248511 5.4661105 3.2766995 1.5197234 0
C 65 0.1 3.9218229 0.92326092 5.7728504 4.1218229 0.92326092 5.7728504 0
C 66 0.1 6.2913124 6.9255278 4.1289363 6.4913124 6.9255278 4.1289363 0
C 67 0.1 3.939173 6.6935659 2.9866339 4.1387987 6.7016387 2.9774458 0
C 68 0.1 3.7033494 7.1581343 6.9667676 3.9033494 7.1581343 6.9667676 0
C 69 0.1 2.5475578 3.6623736 1.6630955 2.7475578 3.6623736 1.6630955 0
C 70 0.1 4.886064 4.8545308 7.6409486 5.086064 4.8545308 7.6409486 0
C 71 0.1 3.7207718 6.1085148 4.3251932 3.9202054 6.096434 4.3341529 0
C 72 0.1 3.9565784 1.2029968 0.16767512 4.1535503 1.1703626 0.15596609 0
